text,labels
& # 128514;& # 128514;& # 128514;RT @Kwagiheath: they 1er 48 Charlotte Goon Niccas Gon Fkkk and Burn Bank of America Stadium Down & # 128293;,0
You say it goook,0
@Sho_Time_ @mitchorce Chill ur Pussy Gay AF,0
"RT @Honey_Gotbunns: @ 1stblocjemiah lmfaoo never I am not dolo, I have no niggas, & amp; for my old houes, fucks all & # 128074;& # 128514;& # 128514;& # 128514;",0
@ThereAlgeorgez You are a cat without the dog of your weapons as a Spic.ton Papa does not even respect the sperm that he falls in your pussy pussy,0
"Yost on Portsmouth ""This is the biggest Comté de La Nation's white trash can"" #yostknowsmmost @idownown",0
"RT @sblmnl_crmnl: @woods_lamar Close your nigger ass, Lamar",0
RT @ maniac3x: @ BUCKM00SE I prefer to be a rancho then live in the urban areas of the ass of the ghetto with negroes and imitators of Nègre.Adopter Ni & # 8230;,0
"& # 8220;@Simplyhype: @kobebrier closed the fuck, fucking nigga trash, work on another ring & # 8221; http: //t.co/6rlenkr7eeeeeeeeeeeeeeeeeeee",0
@Imtoblame you a portfolio without father wearing an ass video playing negro ass breh. You are dirty.,0
For all that we know this nigga a rapist. You all have stupid hoes & # 8220;@DanieLathempimpim: * Fond * http://t.co/rrrozn5bdy&#8221;,0
"RT @hobokarl: Although men often disclose and delay, women will appear trash and out, without law and lusts http://t.co/a5&#8230;",0
Is there a full moon? #Crazyassholes in full strength and I'm not talking about muzzies or liberals & # 8252;& # 65039; I am in a mood to oblige.,0
"@Kieffer_jason here, let me say it more clearly since your delayed ass does not understand",0
"""This Niggah Pharrell or whatever this name Niggah, does not deserve shit for this gay song of white ass.",0
@Stevestockmantx Hes just an idiot of friggin who can say anything and his constituents of Teabagger Redneck buy it. They like stupid people,0
@GrizzBoadams @wyattnuckels Haha Ight Nig Calm Yoself,0
RT @FunSizyogi: @theblackvoice well how the whites otherwise they will get to forget our horrible past other than to paint a nice image of Ho & # 8230;,0
Stay at home so slut fucks you,0
These queer rabchenko ass shorts rose,0
Hit a dog who deposited sexual harassment at work against a colleague ... I was not so trembled in my life,0
@ Andrewjburns1 @tommy_russell_ Homo Ass Crackers,0
@luvvida you are right .. I'm around my nig ...,0
"@Roscoedash lmao, soft ass nigga trying to act hard, you a little slut.",0
@_jeff_hank @lgreiner3 @raycewarden @bigjohn_studd Close Nigger,0
Dumb Ugly Stupid Bullshit Ass Bitch & # 128074;& # 128074;& # 128074;,0
"@OLE_Boy @ m10ezy yes, I am white, I am not resuming my hood and to say a bunch of ignorant nig terms.",0
Rt @_missvain: lmaoooo & gt;RT @ sirturn3r: lmao is that what you have of that? Rt @waddupivy: Dougie be yamming the coon all that beat boxing & # 128553;,0
This child looks like a delay when he tries to hide his phone ... if obvious,0
"@Ken_Gth Nahh, whatever you are frightening or spic, I still don't love you. Good day",0
RT @FunnypicsDepot: White trash warfare pt 3 https://t.co/zboiyjnfl9 & # 128514;& # 128514;& # 128514;,0
@kittty_jpg @stezeyflow @nosfiend215 at least I am not a black slut your parents left you in the McDonalds parking lot after your birth,0
@Darealalexinla @woody_afc @rodriguez5_ la nig,0
@ Deno_5 @ kaitlyninst0ne you read Coon,0
Blacks in #california are typical negroes.,0
RT @topblokebill: Are you Justin Beiber? Because you are a fucking gay pussy @ARII_NV http://t.co/pghiseydeyb,0
"The people who go to church in Hollywood, California, are all white waste.",0
@Qui_thepharaoh @zapollo0803 @Mildlydarkin HES A beddowed. He used Inspect Element to modify the number of dollars in his account.,0
No one goes to psychiatry to help people. These people are all immoral. All those who work in this area are pure garbage.,0
"Yes, well redneck white trash ""@camopearls: stupid negroes screaming their car while going down the road trying to hit me! Fuck yourself!""",0
I really want to kill terrorists of the towel head already & # 128530; Lycée can be finished now please?,0
"RT @ milesfan79: tweet the most real that I saw today RT @SOOPSOO: & # 8230 ;. The dike sluts are a rehabilitation for the houes.And once I am healed, return to the cock, I will",0
@Cambreyy_ @Thelittlefella_ She spelled the fagots with an e you are so cool lol,0
@heyrmbbr probs that Fag Vhia,0
Bédoir fucking negro. Expected it was a gorilla at the beginning. 14/88 http://t.co/bq3g01rxkn,0
Hood Niggas and Bitches Love Emojis LMFAO,0
@Montea_Rollin @kayysAvage I was not serious slut & # 128514; Sluts the niggas that I named Ain't Fuccing Witcho Ass & # 128514;& # 128557; we are all just shit & # 128527;& # 128553;,0
"RT!
Start a bombing of carpets! All the soldiers #Iraq in this video http://t.co/7old2edb1r executed by Jihadis de #Tunis http://t.co/02e1ceoe3z&#8221;",0
LRG AS NIGGUH,0
"RT @ jerrilyn71: ""@historygoon: hey dicklicker! He says that I am happily divorced not bitter! Homophobic? I am not afraid of queers ... I hate Em! Fudg & # 8230;",0
RT @FemshaveBallz: You can no longer direct a company born in America unless it is deemed acceptable by 1 Politician group of delays known as democratif & # 8230;,0
@__Black_jesus yeah I forgot that I was talking to a degenerate fag,0
"RT @stepheeezyy: RT * nigga * slut * him & # 8220;@ 187xo_: ""I never went out with a woman with another Niggah name on her lol.wtf.& # 8221;",0
"RT @ twerkn4boba: ""Fuck you say slut? I'll kill you"" http://t.co/3eigzh6q13",0
You love them niggas slut.,0
RT @ opatz1: fuck Michelle Obama.ce monkey does not belong to the White House,0
@_Angelaaau hey fag i & lt;3 you,0
RT @ uncledaddy69: @weakenednachos california's biggest delays.,0
"""Poor Whitey"" http://t.co/3ukkeyznz8",0
See & gt; is a fine line & gt; kill #faggots does not change the source of their creation. Which is #stupid people # overbeding & gt; # period & gt;,0
@ Buckm00se @letsargueboxing sand nigger ran on a kid,0
"& # 8220;@ Alicia_688: You are not special Niglet RT @ vice504fly: when I relax with Greg PPL, walk towards me to ask me to take photos & # 8221;Hazard",0
"RT @Kriegsson: The negro day, we honor Nigger traditions by not operating.",0
@ Lexvan13 return to Nigeria Fagot,0
"@Reverendgrim @titsofanarchy
I like the name of dat.dem sand niggers needs to know Dare's place in Da Pecker Order",0
Fuck ass corners in red skin,0
"Literally, every man in my family has cut a bad white female dog as a wife.",0
@Austin_farrar You are a fucking bitch Fagot queer,0
@ Buckm00se I don't like the Nègre de Sable but it is entertaining like 6 Knockdowns,0
I always think that the snap cat for fagots and high school students,0
"RT @tiqqz: @shinsnipes I woke up with a sore throat, I'm cold, the negroes will be negroes.",0
You a real fag if you fight another man because he has fucked your daughter. You just have to take it like a man and move on,0
@Makeanothahov T.O. was a crybaby fagot,0
I can't take a coons anywhere & amp; I mean anywhere,0
RT @pacdagoat: I really hate attention in search of houes. I hope they all die,0
"RT @Sstevestfler: On a fag if you change your name in your BDAY just so that you can get tweets BDAY.CE is not fb nigga, fuck your birthday",0
RT @classicbray: lmaoo rt @pacdagoot: It's a legal tackle Fagot rt @pp_rich_hill: seriously? Http: //t.co/gumzewrpy3,0
"@Repgutier, you are full! These so-called children are not children. This are illegal ms ms border grokers!# Gang members.",0
"@BeyondTomCat you would like that, you don't care",0
"What's new fagots, you all thought you saw the last of me",0
@Dangitstiff you look like a fucking shrek dog,0
"If you say one of the following words, the Convo is finished: Nigger, Nigga, Swag, Yolo, Fag, Delay.",0
Johnny Rebel - If I could be a negro for a day: http://t.co/jpkdkpbjxh,0
@djfeds sucks my cock tacos el negro,0
"Bill Smith DDS MTV ODB LGBT MMA NFL CIO
Slut Choose one.
Fucking you hate.
I know you are proud but shit.",0
Your acting as a spoiled little fag you have fun,0
@ Joedouglas1 I suppose that blaspheme to your allah is ok if your muzzie huh? @Jewjitsugrl @ efilnikcufecin7 @ darknight420,0
"It happens again !! Black Pack Bat ""Whitey"". This should do national news.http: //t.co/izkoa2xb",0
Smh u niggers & amp; your musical knowledge,0
"@ Rileyoper_14 so your fighter ""negro"" eh",0
RT @kiddsmy_pyt: you have a new boyfriend every week .. tf you do hoa?,0
"@Mayormcginn If the racial minorities were not tilted criminal, they would not have so much to fear. Ack up your color, traitor of race!",0
Members of non-traditional religions are all sub-human waste.,0
"I miss something about my friends. Day, all frightened by recent events. Don't worry ... Ol Lamar say that you like Da Colored Folk",0
"""If this naughty ass niggh can be with her, I can also.tf she with Chuu Baka for anyway this niggah looks like a ... http://t.co/lvnddrdppqt",0
"& # 8220;@nochillpaz: favorite activities for white children
1. Call people ""niggers"" on xbox
2. Make their pet
3. Puff in their school & # 8221;",0
@Snakehaid @ wsaleen15 @RDUCPPP @ 2_Synnseer @ rebelgirl2040 Why your profile an armed negro?,0
"Stupid Teabagger Restaurant making customers pay ""minimum wage costs"" http://t.co/gjkxmziizs",0
@OvotiliVerdose @ flossinlawson11 negroes *,0
RT @ d9rize: @TerrorFranchise @ D9Oxy Stfu Fagot A clip is 4+ saint damn shit,0
Hey my people. This Jewish Boy Loaming @DeUterostomes asked if I made death threats against his whores of goats. Baise it.,0
See how some of you fags niggas !!,0
"@Getnbarockbox says the old man: (I hope you can survive another 10 years, you idiot jigga boo monkey",0
@ Lucas_wright955 @ Michaelgt03 Fagots,0
My eyes feel if in natural eyes,0
RT @jezzzzz_: & # 8220;@ginga_snaps13: @jezzzzz_ @shitpusssessay jessica I am not afraid to decide your throat tomorrow & # 8221; @riTenourschools @barackobama @& # 8230;,0
@ NOSFIEND215 @ FAGGOT696969 NIGGERS,0
@leiacatherinexx is not a wounded little fagot,0
"@Properetacet fucks your mother, Fagot",0
RT @koolqueef: I color my whole black arm with a Sharpie and a punch of my wife just so that she knows what a negro cock looks like.,0
@Georgiathenewsa you look like a social protection dog compared to the Latinas I go out and fuck. You need TBH fashion and makeup advice,0
@Briana_rashae I would like to rape the dog who posted this.,0
Fuck MLK & # 8220;@ antstso305_: & # 8220;@VonTeeeee: why does Lexii continue to promote my con tweets?& # 8221; MLK is not dead for this # 8221;,0
"RT @ ride907: If a little fucking spit spits in my food, I swear to God, I tear your whores of arms http://t.co/eqocianz7777",0
What's worse than #ebola? The F-IG delays by making a race problem. Al Sharpton caused more American death than Ebola.,0
I cannot trust the negro when it comes to sluts,0
Niggas sleeping with big sluts ??? lmfao maury false af,0
RT @ anthonycampos23: LeBron you are always a slut you suck nigger I hope you die,0
"RT @SUCKEDOFF: 3 most common activities of whites:

1. Porter tapout

2. Take schools

3. You call a negro on Xbox",0
@Intheovenjews @ Slavecatcher88 @ marylene58 we should spend time in Ovenjew.ont in common.,0
"@KarMendanielle_ U Gotta slows down these coons, all they know is love n hip hop, lebron, & amp; false quotes of love",0
I am sure that @AFP would add this explanation in parentheses useful if it was peckerwood.https: //t.co/zkqg5r,0
Talking crazy on the internet is the same thing as doing it in person. Don't try to be my friend with me later on Fagot fucks you.,0
RT @_collegehumor_: I fully support homosexual marriage but I will never stop calling my fagot friends,0
"RT @monnettee: if you wish after Romeo, I think you are a fag.",0
@tiffantasticc your father is a real happy guy because his children are not negroes however & # 128532; Jimmy is my nigga 5eva,0
Rt @snipersinperil: @shinsnipes happy birthday my little cotton cotton,0
"... are you white, isn't it ??",0
RT @melecht: apartheid. & # 8220;@No_cut_card: Check pedestrian = show me your freedom papers you darkies.& # 8221;,0
@ Holyh00ker he looks like a pretty dike & # 128129;& # 10024;,0
Ebola looks like a hoe of hood,0
"What people expect, August Alsina is a New Orleans nut",0
RT @FunnypicsDepot: Pussy ass nigga http://t.co/lxonrmtqtk,0
@Dariendaywalt slut closed the fucking fuck you are a damn bitch nigga bitch,0
Stupid white people making my messages relevant for their own life #stupid #cousintoucher #honkie #whittrash #blonde,0
"RT @Uncleruckus_BD: Being a negro is not a color, it is a state of mind",0
RT @Kevnasto: I prefer to fuck a big girl rather than leaving a negro in my house.,0
@Maliktender Gayer then 2 fagots in bed together & # 128129;,0
I can't stand this fag.,0
@ ktpowers98 @wendydavisasasa ha ha no good dyke,0
@sarahvicwood I will kill this fucking pussy,0
Fuck your God until Dat Fagot strikes me,0
@Itsyour_man Notthin a lot of cousin touching white garbage cans Wigger Wannabe slut boy sucking damn gay slut,0
You don't mind blacks ..... hate negroes!,0
RT @Wayne__da__Boss: I hate a female dog to act like a nigga. & # 128530;,0
@Oskzilla kiss fag!,0
It's so shaded when you talk about female dogs with guys with / friends who are so disrespectful to do to another girl,0
@ThechicagoBaker @stopbeingfamous @raniakhalek do birds have a 72%wedding rate? Are these white fathers that run away?,0
"RT @Sanguage: Stop flattering yourself, slut. The only fan you have is on your ceiling.",0
@Freddyamazin Ratchet Looking Nigger,0
"@ t5_harris work on the race and the capture of the itinerary. You will be a good WR to have a girlfriend. Make yourself with the white fans of the trash, racist of the UF.#FSU",0
This girl is delayed,0
"RT @lildurk_: I don't fuck with bitch niggas, I only fuck slut niggas & # 128556;",0
& # 8220;@MILF_CHRONICLES: the guys shave without it being athletic purposes is gay Af & # 8221; you are retarded.,0
RT @ jen_jen_2014: my old man has a white galaxy phone because he is a fag.,0
RT @imdope_Gethigh: @whackko man Some Boids Niggah when I find it that I do not understand in her ass!,0
Damn of hate my coon ahh uncle,0
@joeylattime @ mawson38 @ American00n it's just me rooted against a team I hate I do not banwag u retarde u has a favorite,0
Hoe Ass Nigga & # 128569;,0
"As soon as we left Iraq, all these towels think they can fuck and take control of what we worked so hard to settle down.",0
"I must love the ploucs. Loud, stupid, stubborn and full o Schitt.",0
& # 8220;@Freddiegibbs: tea bag a dog.& # 8221; Pahahaha,0
Anyone who came to the United States as a contract under contract is a white trash can.,0
"RT @DeFendendwallst: ... wow? Rt @ 1sleepinggiant: Anyway! Fuck all these assholes. This are negroes, they all look like me.",0
"I'm starting not to like sweet, this nig an arrogant for me",0
"RT @Kcarmouche: How do you realize, don't put money on you Nigga Books? But Chu buys a Chanel female dog just to hit the cat!",0
Only white garbage would call for inclinations and Hindus and Muslims equal to them.,0
White Trash has taken over all charitable organizations in the United States.,0
@Dolangang beans u beaner?,0
@Matthometeam - You know what you have done.,0
@Yourdudeferg Gay Fags,0
Rt @ alexishope_2014: you have negros & amp; I have female dogs but I want you ... & # 128149;& # 127926;,0
Hate this dike,0
"@_Soulsurvivor_ @zakbauer I have no problem with Zak, but you seem to be a fagot http://t.co/nbfaarxvrp",0
RT @NEKKOHBK: I stopped worrying about MCM when I noticed dikes where to be chosen in front of me,0
I cannot fuck slut niggas being desert dicks here & # 128557;,0
Redneck at the White House // Moccasin Creek & # 128077;& # 128076;,0
Fuck this hoe ??? Is that exactly what the houes.gettin fucked nd yall niggas that to blame,0
"Michael Sam was cut in addition that we do not belong to football or #NFL, it is a heterosexual sport for heterosexuals.",0
@ Ausing1135 I don't like telling you about Fagot and I did it but in a pleasant way Fag,0
@ Cssalazar15 Wetback & # 128513;& # 128514;& # 128514;& # 128514;& # 128514;& # 128557;,0
Lol you are a pussy liar and I hope you fall dead k :-),0
RT @chiefkeef: dat bitch katy perry can suck my cock's skin,0
Oregon losing in Oregon Ahhahahahaha Fagots,0
@Brenddan_ Wow !!! Are you coming back here? & # 128514;& # 128514;& # 128514;& # 128514; they are slutty niggas,0
RT @Salomanizor: Too many fagots here who think they can address my first name,0
"Fuck this niggah it is so weak, it cannot say that you are a monster",0
"Fuckin '#Faggots, guy.#Science knows that these fucks cannot procreate without the help of ""breeders"" but we treat them #Fancy?#Sin",0
"#SlightLyadastered RT @capotoheaven alls niggers wants to do, tweet and drink pineapple soda all day",0
RT @im_thirst: this negro made the shit of my coffee.,0
"@Iggyazalea it was a joke, you know that you are happy, Uncle Snoop even recognized your bad ass LMAO",0
Ah Nigga Dat cares about opinions and get involved in the shit of Houe is gay broken or does not get enough pussy !!,0
@Runuldorants Sack Fagot,0
They pulled another lmaoooooooo monkey,0
RT @ joecaroselli1: Jameis Winston is a negro,0
@Phishlicia I am 5'8 fag & # 128536;& # 128536;,0
@Staristhefuture you call @gopblackchick house nigger and she is the racist? Bravo hypocrisy in this declaration.,0
@Bloggerboxing Yes .... What did he do for Maidana? It made him a gourmet fagot loser. Less shining is black ...,0
I like to take negtial hoes but I stop doing this & # 9995;,0
I know right RT @ dta_87: I hate big female dogs,0
& # 8220;@Medaoriginbitch: This friend you greet with an insult.& # 8221; @morbidmermaid @ evanbecker513 negroes,0
"@The_red_sea @Shetherththo say this shit to my face ""bruh"" you a female dog for gettin in a man that you do not know the business.",0
"@Thekushzombie aww y u so Mad Tho, a successful man lmfao, but hugging the fagot.",0
What a fag,0
"I think dat @miss_face called me a negro!
What does it mean to move away from the dark side?",0
@gayle_ryan I don't hate JAPS. But I don't forget Gettin Japp either.,0
You are only another nigguh.,0
My neighbors are sick when I wake up all this music nigger ctfu,0
"RT @UNORTHODEX: No, I hate whites now because it looks like a dyke @elbasedparko: I think it has just finished racism http://t.co/vgjyhn4bvt",0
McDonalds Pipe Self-Defense Batting: http://t.co/gk5wbobjtc is a negro who I would be hand. That's how you treat with sheboons.,0
& # 8220;@ kitty_hello14: @im_yung_jay & # 127850;& # 127850;& # 127850;& # 127850;& # 127850; bitch ass nigga you fucks! & # 128079;& # 128079;& # 128079;& # 128079;& # 128079;& # 128077;& # 128077;& # 128077;& # 128077;& # 128077;& # 8221; & lt;= these houes have no way #realtalk,0
I am obviously not talking about COD because this game is intended for queers.,0
"@Moneydriven I see a photo of smoking you, such a man of God.",0
"RT @thatbajankiddd: #Neveraskablackperson if her hair is hers. She will hit you with a ""slut that I bought it, so it's mine"".",0
RT @kissmy_klassy: exactly..Same shit I said & gt;& gt;& gt; @im_yung_jay: So no one thinks that Mimi was out of line to invite Stevie J to Gay Nicca V & # 8230;,0
"@Feverspell @nyrkelsmads I will do it! @1dgroupiegossip in the United Kingdom, ""fag"" means cigarette and a ""fag"" is a packet of sticks, you homo.",0
All Da Lil bald bit bites are held outside Kevin Gates Tryna Get In & # 128514;& # 128514;& # 128514;,0
@Theracticistdoctor a little less negro who would grow up in a large negro.,0
So I decided to drive to the right Walmart where people of color do not go because it is food here.,0
@Tanner_harris_ I know fag,0
@Tielermlg @PSVCH @Halfassed_ coming to the rescue of a license delay of dirty skidmarks on the Internet ... You are kissing,0
"@poloswagmaster If you go, you can connect the fagots of the vegetable city or",0
RT @Cigarsnscotch: What's black and yellow and will not win this year? Faux! The answer is Tiger Woods.,0
The eagles kiss & amp; lose it will be killing the cracker at the sophi cradle smfh,0
"RT @MafreEdom: if you do not see the link between legitimizing the queer lifestyle, and an increase in STIs and sexual deviance - Yo ...",0
RT @mitchMancuso: @brantpritup: what the heteros take a photo of them naked in a hot tun.ceats fags @jakesiwy @ryan_murphy3 @randy & # 8230;,0
@ Vj44 I mentioned that you are a ugly cat? Return to Iran.,0
@Bossace555 @sounds_good_bro @bloggerboxing yes u stupid fagot.I do not go until 6 p.m. to 6 p.m.,0
"@Iemonaids made this spelling verification, we know that you meant Liberal fatty fats Nazi feminists",0
This week's RFN segment is in the box. I discuss the Idaho being a pedestal wedding state as well as Washington.,0
@Bossmelle never followed her of ignorant monkey,0
SMH RT @Uuglyhxes Tyga Samps knew Blac Chyna was a hoe when her son Crip was pussy.,0
@__hannerr_ you are a fag,0
@Gezus__ @ maniac3x @ bam00se @woody_afc means Bro Putain Fagot,0
@_Turndowndre @jordan_grimes @KushdaddyDyCorr @trob_waddup that's true,0
I make flow in a temple today for Nuttin. And Jewish dat with funky hair tell me that I am subhuman. He tells me that I have no MO DEN HUMAN A MU,0
"All Muzzy lovers need to do something. Disputs of the Middle East to leave Israel alone. Do not start, no shit will not be shit.#Israel",0
AVI Cuke Cuke because he is a fag and has not yet put it on http://t.co/jhqpwop4wk,0
