text,labels
#Somethingitalot are you ... Asian? Black? Hawaiian? Gay? Delayed? Beat?,0
"He is not Nuttin, but a white garbage party.",0
@PrincessSlexii16 Fucking Coon,0
@sassyharryryballs ur ballsack is hairy gtfo tranny prude bitch,0
------ & GT;@maxin_betha @humbltonbanks ankle socks in general are for fagots brother,0
Pure garbage http://t.co/a2rbvebeg1,0
RT @blakeanderson21: @weston_diamond @sleezy_jeezy @justinmick01 is not about to pull this cunt!,0
Happy Columbus's day! Even #billmaher likes #cocaine and #columbus !!! What the hell is wrong with you #liberals? Fuckin '#moron #retars ....,0
@joshgnf @brana_nv @define808 @irorbjk @mrjstn oh tat up fagot get an excessive disease on twitter,0
It must have been a light skin of skin &#8220;@campaignmindy: lmfao wtf she mean af &#128557;&#128557;&#8220;@tickinggawd: was not ready bruh rip !! http: //t.co/ljrqrdbmfi&#8221; &#8221;,0
@Idisdummies you can speak a coherent sentence without sounding like a nig? Seriously.,0
Getting hitting a pussy that is about 6 meters in the side and a puss,0
"@inurselisa @blackredsoxfan
It is a nice way to call",0
"Fuck, niggas will not do a thing mfka, oh whim the bottom of the wack ass nigga y'all theefs the fake bottom",0
RT @Drizz,0
@kingxxlopez Roberts is a fuckin fag &#128514; hits it on shit,0
Kanye West is a fagot,0
@Morbidmermaid I swear to God to get better you still sit with me before work. You took my hype,0
#Minnesota is full of white garbage,0
@Herfarm @steveworks4you @thedemocrats your reduced redneck information votes for these corporate shirts that you idiot as you believe #Dummies,0
Minus all delayed poor bulls.,0
The rich children in Beverly Hills is the garbage and not even the fun garbage. And why does everyone look in the mid -thirty years?,0
@Bellageletti ur a beech,0
RT @cheyennewright_: @villasenor_30 means you're a fagot lol,0
"Only beech ones say that ""swag"" are crazy.",0
You're an jiggaboo ...!,0
"RT @meet_nallah: &#8220;@mckenxcassie: some of your hoes so worried about your eyebrows, you forgot you had a mustache &#128514;&#128557;&#128557;&#8221; lmao",0
@Slimgirl_prust das sounds used to the brain delay y will whoop yo ass n front of da police,0
RT @Connorbagen: You know it's a dam when it asks for male golf clubs,0
"16/08/14 Mo @govjaynixon Let & #8220;To a ciscu, ucilization for the part ""New Panthers Black Hijack His #Ferguson Presser http://t.co/z2wko9ripz",0
@Chanelisabeth that nigger music,0
"Usually ugly, anti-Christian, mentally ill and ugly Dyke Trash Pig Jennifer McCarthy and Melisa Erwin http://t.co/tw9nl5hkmt",0
Well. Said this bitch just what I think.,0
RT @jjarthor: US-Ghettos led by liberal ideology; formed by unions & amp; bankrupt by self-service Dems that deals with parasites!#tcot http: // &#8230;,0
The reason shelby hates sandwich is because it's an unusual.@Ronandfsxm,0
"@Clinchmtn316 @sixonexband America Today, the rule is: when he has doubts, blame ""Whitey""",0
@Mat_Petry22 Geta Life Fagot,0
@ncrusade @godmaniac_ com salary with our flag,0
@Theshardyrebel #faggot,0
Dyke dogs kills me i think they really have lol dig,0
The young thief boy is a beech,0
@krispy717 @grizzboadams the fagot gay look -the at this shirt pink haha,0
Ayy Carlton is a ghetto school now #Switchedatbirth,0
RT @Michaelgt03: FAPTOMMAN Fagots Fagots @COOPSTER98 @Chase123456718,0
@Morbidmermaid do you work today niglet?,0
"Hey.@Barack Obama.Don't be like a stupid white whore in a horror movie #manrica is hiding from #isis behind chains.m, kay?",0
"@Wendydavisxas @gatgabbott_tx, so that you support ""illegals"" to come here and spread the disease among Americans dream of that bitch!",0
"@Joh2guy I like racism!
Now that you mention it! I bet the white man put the desert turtle on #bundynch",0
@Sshole_king with pills that night will take 4 years. Like Magic J. that Nigeria should have died years ago.,0
Black bitches will not be started in our school. The bites are still working with Durags still on their heads.,0
@Im_thirst randies are fags,0
Each GOOK in #losangeles should be deported or killed.,0
&#8220;@ALEXADELSANTER: This is painful u fag @corleyhff @Vitchhh http://t.co/hudoha6yqe&#8221; I ask who is a wonderful tank that is &#128522;,0
Coonii don't just wait to wear them Oreo J's,0
@Devilfzyq @devilelyie @tehdevilcllan tacu up fag,0
@Rabehchararah1 lmaoo what fag,0
#Midwest of the US is white garbage.,0
@Infidelalia that should read suck on bacon inlaid with middle finger twats Muslims,0
"https://t.co/jtlzergxi0 Leo get the hell of vines, beech",0
RT @imalagirl: Pillow vorbind prea yo hoe urăște pe un nigga dracu în jurul lui Loose ya hoe ca asta &#128175;,0
"Jennifer Lawrence Sooooo. All, I am still no doubt",0
"@Stanleystinks shame of you! Kike who is self-rating.
We Jews are the chosen people of G-D.",0
@jakiewelewijn nigga whh is the bitch and the hell of the cracker remove the gay bottom.,0
I hate when black people try to be so bad white ... you are a black,0
"@triple6em96 @hunglikerobby_ cățea te uiți la gura nenorocită, curva murdară.Jur pe Dumnezeu că este o linie subțire",0
"Pantera - 5 minutes alone http://t.co/srn5yc16 @chirrisrock 5 minutes, boy pussy .. I will crush you.",0
RT @CUHCUHCRAIG: is Kawhi Leonard? Smh rt &#8220;@idntwearcondoms: wow u indeed will drain egg .. nvm @msjoseline: Ion need i fuc nig http: &#8230;,0
"If someone is not an Anglo-Saxon Protestant, they have no right to be alive in the USA. Nice at all, they are dirty foreign.",0
Porh Monkey 4 Life,0
&#128514;&#128514;&#128514;RT @kwagiheath: they 1st 48 Charlotte Goon Niccas Gon Fkkk around and Burn Bank of America Stadium down &#128293;,0
You say Gook,0
@Sho_time_ @Mithchvorce chill ur pussy gay AF,0
"Rt @oneyi_gotbunns: @1stBlocjeremiah lmfao never i be dolo, not got no niggas, & amp; for my old ways I drac all &#128074;&#128514;&#128514;&#128514;",0
"@Therealgeorgez you are a pussy without your weapon dog as spike. Your father does not even respect the sperm you throw in your mothers, pussy,",0
"Yost on Portsmouth ""This is the largest white garbage county in the nation"" #yostknowslow",0
"RT @sblmnl_crmnl: @woods_lamar closes your ass, lamar",0
"RT @maniac3x: @buckm00se I would prefer to be from a rancho, then to live in the urban areas of ghetto with blacks and black impersonators.",0
"&#8220;@Simplyhype: @kobebryant has closed the hell, the hell of garbage, work on another ring &#8221; http: //t.co/6rlenkr7ee",0
@IMTOBLAME You are a father -free wallet carrying the bottom video games by playing the bottom of the black.,0
For everything we know this nigga a rapist.y'all hoes dumb &#8220;@Daniellathepimp: * melts * http://t.co/rrrozn5bdy&#8221;,0
"RT @hobokarl: While men will often be wandering and delayed, women will appear trashy and tips, without law and lustful http://t.co/a5&#8230;",0
Is there a full month?&#65039; and I want to oblige.,0
@kieffer_jason here let me say it more clearly because your retarded ass not understanding,0
"""This Niggah Pharrell or whatever is this name of Niggah is not worth shit for that gay song with the white bottom.",0
@Stevestockmantx has only a cold idiot that can say anything and his constituents of tea from Redneck buy it. I love the stupid people,0
@Grizzboadams @wyattnuckels haha even great calms -te,0
"RT @funsizedyogi: @theblackvoice well, as other people will cause us to forget our horrible past than to paint a beautiful image of Ho &#8230;",0
Stay home then the bitch fuck,0
"Shorts of bottom of bottom, rabchenko climbed",0
Struck in a whore that has done sexual harassment at work against a collaborator ... I was not so shaken in my life,0
@Andrewjburns1 @Tommy_russell_ homo bottom crackers,0
@Luvvida you are right .. I am around my black ....,0
"@Roscoedash lmao, Soft Fund Nigga trying to act everything hard, you are a whore. You look down and look from the pussy.",0
@_juff_hank @lgreiner3 @raycewarden @bigjohn_studd silent nigger,0
"Ugly bad dumb, bottom and#128074;&#128074;&#128074;",0
"@Ole_boy @m10ezy yes, I am white washed because I do not bypass to reappear my hood and say a lot of ignorant terms.",0
@_Missvain: lmaoooo & gt;RT @Sirturn3r: lmao this is what you received from this?,0
This child looks like a delay when he tries to hide his phone ... so obvious,0
"@Ken_gth nahh, whatever you are spook or spic, you still don't like yourself. A good day",0
RT @funnypicsDepot: White Trash Warfare PT 3 https://t.co/zabeyjnfl9 &#128514;&#128514;&#128514;,0
@kittty_jpg @steezeyflow @nosfiend215 at least are not the black bitch that your parents left you in the McDonalds parking after you were born,0
"@Darelexinla @woody_afc @rodriguez5_ nig is fun to acknowledge, Ebola Boy can speak Spanish Broken too lol",0
@deno_5 @kaitlyninst0ne you read coon,0
Blacks in #California are typical blacks.,0
RT @topblokebill: Eşti Justin Bieber?Pentru că eşti un nenorocit de pizdă gay @aii_nv http://t.co/pghisydeyb,0
People who go to church in Hollywood as they are all white garbage.,0
@Qui_thepharaoh @zapollo0803 @mildlydarkin is a liar.,0
No one enters psychiatry to help people. These people are immoral. All those who work in this area are pure garbage.,0
"Yes, well, the white garbage redneck ""@camoparls: the stupid niggers who take their car on the road trying to hit it! Damn it!""",0
"I really want to kill some towels with a towel head already &#128530; high school can end now, please?",0
"RT @Milesfan79: The most real tweet that I saw today @soopso: &#8230;. Dyke traces are rehabilitation.And once I am healed, back to dick, I go",0
@Cambreazy_ @thelittlefella_ she wrote fagots with an e you are so cool lol,0
@heyrmbr samples that match chia,0
Baby urât de nenorocit.M -am gândit că este o gorilă la început.14/88 http://t.co/bq3g01rxkn,0
Hood Niggas and Bitches Love Emojis LMFAO,0
@Monlea_rollin @kayysavage I was not serious bitch &#128514; Bitch -le niggas I called ain't fuccing witcho ass &#128514;&#128557; we all do only shit &#128527;&#128553;,0
"Oh!
The bombardment of carpets begins! All the #iraq soldiers in this video http://t.co/7old2edb1r executed by jihadis from #tunis http://t.co/02e1ceoe3z&#8221;",0
LRG ASS NIGGUH,0
"RT @jerrilyn71: ""@historygoon: hey dicklicker! Is said to be happy divorced not bitter! Homophob?",0
RT @femshaveballz: you can no longer run a business in America unless it is considered acceptable by a delayed political group known as Demotector &#8230;,0
"@__Black_jesus yes, I forgot to talk to a fagot degenerate",0
"RT @stepheeezyy: rt *nigga *Bitch *Him &#8220;@187xo_: ""I will never meet a woman with another name of niggah on lol.wtf.&#8221;",0
"RT @Twerkn4Boba: ""Fuck, you say the bitch? I'll kill you"" http://t.co/3eigzh6q13",0
You like bitch blacks.,0
RT @Opatz1: fuck Michelle Obama.What the monkey does not belong to the White House,0
@_Angelaaau hey fag i & lt;3 You,0
RT @unldaddy69: @weakenednachos the biggest retard in California. Do not forget about the saint who has just launched an amazing ep.,0
"""Poor Whitey"" http://t.co/3ukkeyznz8",0
See & gt; it is a fine line & gt; killing #faggots does not change the source of their creation. Which is #Stupid People #S Superbreding & GT; #perioada & GT;,0
@Buckm00se @lesarGueBoxing sand nigger has over something Kidd,0
&#8220;@alicia_688: you are not special niglet @vice504fly: when I cool with Greg PPL going to me to ask me to take pictures &#8221;Hatin,0
RT @kriegsson: On the day of the Nigger we honor the black traditions by not working.,0
@Lexvan13 Return to Nigeria Fagot,0
"@Reverendgrim @titsofanarchy
I like the name given.dem Sand niggers must know how to like it in the order of da pecker",0
Fuck Fund Redskin Corners,0
Literally every man in my family has faced a bad white bit as a wife. No at least I'm not boutta break yes. If no Latin comes,0
@Austin_farrar ești un nenorocit de cățea de fagot,0
"@Buckm00se I don't like the sandy nigger, but it's fun as 6 knowowns",0
I still think that the Snap chat for fagots and high school,0
"RT @tiqqz: @shinsnipes I woke up with a sore throat, they are cold, the blacks will be black. So terrible",0
You are a real life phagot if you ever fight with another man because he fucked you on your face. You just have to take it like a man and move on,0
@Makeanothahov t.o. was a crybaby fagot,0
Cannot take Coons anywhere & amp; that is nowhere,0
RT @pacdagoat: I really like to look for attention. I hope everyone will die,0
"RT @stevestfler: ur a phagot if you change your name on your day just to receive tweets bDay. This is not fb nigga, fuck the birthday",0
RT @ClassicBray: lmaoo @pacdagoat: this is a legal attack fagot @pp_rich_hill: serious? Http: //t.co/gumzewrpy3,0
@Repgutierrez you are full of this! These so -called children are not children. They are illegal border jumpers MS!# Gang members.,0
@Beyondtomcat you would like to not do,0
"What happened to Fagots, you thought you saw the last of me",0
@Dangitstiff you look like the bitchy shrek bitch,0
"If you say any of the following words, the convoy is over: Nigger, Nigga, Swag, Yolo, Fag, Retard.",0
Johnny Rebel - If I could be a black one for a day: http://t.co/jpkdkpbxh,0
@djfeds better suck my dick tacos,0
"Bill smith dds mtv obd lgbt mma nfl afl cio
The whore chooses one.
Damn I hate you.
I know proud, but shit.",0
Your acting as a little pampered fagot to have fun,0
@Joedouuglas1 I think blasphems for your allah is ok if your POS Muzzie no?,0
"It happens again! The Black Pack beats ""Whitey"". This should do national news. Http: //t.co/izkoa2xb",0
SMH U NIGGERS & AMP; Music knowledge of ur,0
"@Rileycooper_14 So, a ""nigger"" fighter does not",0
RT @kiddsmy_pyt: Do you have a new lover every week .. TF are you hoe?,0
"@Mayormcginn if racial minorities were not criminally inclined, they would not have so much worry.",0
The members of the non-traditional religions are all sub-human garbage.,0
I miss some of my friends. The day of everyone scared of recent events. Do not worry ... ol Lamar says you like colorful people,0
"""If this ugly bottom can be with her, I can also.",0
"&#8220;@nochillpaz: Favorite activities for white children
1. Calling ""black"" people on Xbox
2. Learning -and the pet
3. the shooting of their school &#8221;",0
@Snakehaid @wsaleen15 @rucppp @2_synnseer @rebelgirl2040 What profile is a reinforced black?,0
"Stupid tea restaurant that makes customers pay the ""minimum wage fee"" http://t.co/gjkxmzizs",0
@Ovotiluoverdose @flossinlawson11 niggers*,0
Rt @d9rize: @terrorfranchise @d9oxy stfu fagot un clip este 4+ sfânt dracului tittyy rahat,0
"Hey, my people. This Jewetostomes -loving Jewish -loving Jewish boy asked if they are threatening to death against his goat people.",0
Iont see how some of you do not handle it !!,0
"@Genetnbarockbox says the old man :( I hope you can survive another 10 years, you are bad jigga boo monkey",0
@Lucas_wright955 @michaelgt03 fagots,0
My eyes feel so creepy,0
RT @jezzzz_: &#8220;@ginga_snaps13: @jezzz_ @shitpussiesay Jessica I am not afraid to cut your neck tomorrow &#8221; @ritenurschools @barackobama @&#8230;,0
@nosfiend215 @faggot696969 black,0
@leiacatHatherinexx don &#8217;to be a little wounded fagot,0
"@Propetacet fuck -your mother, fagot",0
"RT @koolqueef: I color my entire black arm with a sharpie and the fist of my wife's stupid, so she knows how a black dick feels.",0
@Georgiathenewsa you look like a welfare bitch compared to the Latins I meet and fuck. You need fashion and tbh makeup tips,0
@Briana_rashae I would like to rape the bitch who posted that.,0
Fuck mlk &#8220;@antsoo305_: &#8220;@Vonteeeeee: Why do Lexi continue to favor my coon tweet?&#8221; MLK did not die for this#8221;,0
"RT @RIDE907: Dacă un mic nenorocit de Fagot scuipă în mâncarea mea, jur, pentru a -ți sfâșia brațele nenorocite de http://t.co/eqocianz77",0
What's worse than #ebola? F-Ing retarding trying to make a race problem.,0
I can't trust Niggas when it comes to puppies,0
Niggas sleeping with grandmother's dogs ??? lmfao Maury False AF,0
"RT @Anthonycampos23: Lebron Your Your Another Bitch, Sugi Nigger I hope to die",0
"RT @SuCkedoff: 3 The most common activities of white people:

1. Wearing the tapout

2. School pulling

3. Calling a black on xbox",0
@Intheovenjews @slavecatcher88 @Marylene58 we should cling Ovenjew. We have a lot in common.,0
"@Karmendanielle_ you have to slow these coons all I know is love in hip hop, lebron, & amp; false love quotes",0
I am sure that @AFP would add this useful parentetic explanation if they were tebaggers redneck peckerwood.https: //t.co/zkqg5wfe5r,0
"Talking crazy on the Internet is the same thing to do it personal. Don't try to be friends with me later, on the fagot, fuck you.",0
"RT @_collegehumor_: I fully support the same-sex marriage, but I will never stop calling my Fagots friends",0
"RT @monnetteee: If you like Romeo, the chances are, I think you are a beam.",0
"@Tiffantasticc your father is a happy guy, because his children are not black, though#128532; Jimmy is my nigga 5eva",0
RT @snipersinperil: @shinsnipes Happy Birthday my little cotton,0
"... are you white, not -that?* Rolls Eyes* Rt @didntdonuffin: @dreaaalove rip to my nigga trayvon, a value -free chicker",0
RT @memeecht: apartheid. &#8220;@No_cut_card: check pedestrian = show -mi freedom documents you darkies.&#8221;,0
@HolyH00ker El looks like a pretty damn dike;&#10024;,0
Ebola sounds like a hood,0
"What people are expecting, August Alsina is a Nig from New Orleans",0
RT @funnypicsDepot: Pizda Ass Nigga http://t.co/lxonrmtqtk,0
@DarienDaywal Bitch close the fuck 'Goddam your slut bitch whore nigga,0
People stupid white people who make my posts relevant to my own life #stupid #cousintoucher #honkie #whiteTrash #blonde,0
"Rt @uncleruckus_bd: being a black is not a color, it is a mood",0
RT @kevnasto: I would prefer to fuck a chicken than to allow a black in my house.,0
@malikTer gayer then 2 fagots in bed together &#128129;,0
He does not support that phagot.,0
@ktpowers98 @wenydavistexas ha ha ha no dig good fat,0
@Sarahvicwood im to kill him,0
"To the hell, God until given fagot hits me",0
@Itsyour_man nothin a lot of cousin that touches white garbage wigger wannabe that boy dick suck the hell the gay bitch,0
You don't mind black people ..... I hate blacks!,0
RT @Wayne__Da__boss: I hate a database acts as a nigga. &#128530;,0
@Oskzilla you fuck you!,0
"It is so shaded when Bitches talks to the boys with friends/ friends, who is so disrespectful to do with another girl",0
@Thechicagobabaker @stopbeingfamous @raniakhalek the birds have a rate of 72% of the marriage rate? Is it about white fathers running?,0
"RT @Slanguage: Stop flattering, whore. The fan of you have is on the ceiling.",0
@Freddyamazin's black -look ratchet,0
"@t5_harris you work on running routes and catching. Se be a good WR for Grier. District with white garbage, UF racist fans.#FSU",0
This girl is delayed,0
"RT @Lildurk_: I do not fuck with bracelet, I do not give it fuck, bitchas and#128556;",0
&#8220;@Milf_chronices: Dudes who shave without it being for an athletic purpose is gay AF &#8221; you are retarded.,0
"RT @Jen_jen_2014: My old man has a white galaxy phone, because he is a beech.",0
"RT @imdope_gethigh: @whackko the man of some whisper when I find him, I do not follow him on his ass!",0
The hell hate my uncle coon ahh,0
"@joeylattime @mawson38 @american @this is just me rooting against a team, I don't hate not to banwagoning u retard you have a different favorite",0
HOE ASS NIGGA &#128569;,0
"As soon as I left Iraq, all these towels think they can be the hell of bargain and take over what I have worked so hard.",0
Gotta I love Redneck.,0
&#8220;@freddiegibbs: tea bag a whore.&#8221; pahahaha,0
Anyone who came to the US as an indentable servant is white garbage.,0
"RT @defendwallst: ... wow? Rt @1sleepinggiant: whatever! Fuck all those stupid. They are black, they all look at me.",0
"I'm starting to not like mek, so big too arrogant to me",0
"RT @kcarmouche: How are you real, don't put money on Nigga books? But Chu buys a Chanel whore just to hit the pussy!",0
Only white garbage is called Slants and Hindu and Equal Muslims.,0
The white trash has taken over each charity in the US.,0
@Dolangang bean u beaer?,0
@Mathometeam - you know what you did fagot. There is literally thousands of people who have you on their homo radar,0
@Yourdudeferg gay fags,0
"RT @Alexishope_2014: You have niggas & amp; I have dogs, but I want you ... &#128149;&#127926;",0
I hate this dam,0
"@_Soulvivor_ @zakbauer I have no problems with zak, but it looks like a phagot http://t.co/nbfaarxvrp",0
RT @Nekkohbk: I stopped dealing with MCM when I noticed Dykes where I was chosen before me,0
I cannot fuck any dogs to be desert drops here &#128557;,0
Redneck in the White House // Moccasin Creek &#128077;&#128076;,0
Fuck that dig ??? exactly this do these digs.,0
"Michael Sam has been cut further proves that we do not belong to football or #NFL, is a heterosexual sport for heterosexuals.",0
"@Austing1135 I don't like to talk to you fagot and I did it, but in a nice way",0
@Cssalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,0
Lol you are a liar with pussy and I hope you give up dead k :-),0
RT @chiefkeef: given bitch katch perry can suck the skin on my dick,0
Oregon losing in oregon hahahahaha phagots,0
@Brenddan_ wow !!! are you back here? &#128514;&#128514;&#128514;&#128514; are some bitch crow,0
RT @Salomani: Too many fagots here who think I can address with my first name,0
"Fuck with so weak crow, can't say you are a strange",0
"Fuckin '#faggots, man.",0
"#Sightlyadjusted @capotoheven alls niggers wanna do is fuck, tweet and drink pineapple all day",0
RT @im_thirst: that black has made shit from my coffee.,0
@Gegyazaalea was a joke that a whore fugly be happy uncle snoop even -recognized your ugly bottom lmao,0
"Ah, Nigga Dat care about opinions and get involved in the Hoe shit, either gay broken or I don't get enough pussy !!",0
@Runuldorants Fagot Sack,0
Shot another lmaoooooooo monkey,0
RT @Joecaroselli1: Jameis Winston is a black,0
@Phishlicia are 5'8 beech &#128536;&#128536;,0
@Staristhefuture called @gopblackchick house nigger and is she racist? Remove hypocrisy in this statement.,0
@Bloggerboxing yes .... what did he do for Maidana? He made a greedic phagot loser. Atleast Broner is black ...,0
"I like to take Niggas Sapa, but I don't do this anymore &#9995;",0
I know Righttt Rt @dta_87: I hate strong fatty dogs,0
&#8220;@medoriginbitch: that friend you greet with an insult.&#8221; @morbidmermaid @evanbecker513 black,0
"@The_red_sea @shetreuththo says my shit on my face ""bruh"" you a whore to think in a man you don't know business.",0
"@Thekushzombie aww y u so crazy, a successful man lmfao, the hut hugging like a bitch.",0
What beech,0
"I think he gave @miss_facetious called me a black!
What does it mean to move away from the dark side?",0
@Gayle_ryan I don't hate the japits. But I don't forget to be taken out.,0
You're just another nigguh.,0
My neighbors are sick when I wake up to all this Nigger CTFU music,0
"RT @unorthodex: nah hate white people now, because it looks like a dyke @elbasedparko: I think it ended racism http://t.co/vgjyhn4bvt",0
McDonalds Pipe Self Defense Beating: http://t.co/gk5wbobjtc is a single black that is the hand I would shake.,0
&#8220;@kitty_hello14: @im_yung_jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; & lt;= these digs have no #realtalk manners,0
"Obviously, I'm not talking about the code, because that game is for Queers.",0
"@MoneyDriven I see a picture with you smoking, such a man of God. Shame, sir, you are an embarrassment.",0
"RT @thatbajankidd: #neveraskablackperson if her hair is hers. She will hit you with a ""bitch I bought it, so it's mine"".",0
RT @kisssmy_klassy: exactly .. @im_yung_jay: So no one thinks that Mimi was outside the line to invite Stevie to gay nicca v &#8230;,0
@Feverspell @nyrkelsmads I will do it!,0
All Bald Da Lil heads are outside Kevin Gates Tryna entered &#128514;&#128514;&#128514;,0
"@TheracistDoTor a less small, which would grow in a big black.",0
"So I decided to lead to the good Walmart, where the colorful people do not go, it is food here.",0
@Tanner_harris_ i knew fag,0
@Tielermlg @psvch @halfassed_ Venind la salvarea unor retard lingeți skidmark -uri murdare pe internet ... voi sunteți dracu,0
"@poloswagmaster if you go, you could connect the Fagots from the Plant City or",0
RT @cgarsnscotch: What is black and yellow and will not win this year? Wrong! The answer is Tiger Woods.,0
Eagles fucked around & amp; lose him the cracker from sopa cottage smfh,0
RT @mafreedom: If you do not see the connection between the legitimacy of the unusual lifestyle and an increase of the ITS and the sexual deviance ...,0
RT @mitchmancuso: @brantprintup: What straight boys do they take a picture with themselves in a hot cannon.What beechs @jakesiwy @ryan_murphy3 @randy &#8230;,0
@vj44 I mentioned that you are an ugly cunt?,0
"@Bossace555 @sounds_good_bro @bloggerboxing yes, stupid phagot. I don't go to 5-6 pm.",0
@Iiemomaids did that orthographic control we know you have referred to,0
The RFN segment this week is in the box. We know that Idaho is a phagot marriage as Washington.,0
@Bossmelle never followed the ignorant monkey,0
SMH RT @uglyhxes Tyga should know that Blac Chyna was a dig when his son crying and the pussy came out.,0
@__hanner__ you are a fagot,0
@Gezus__ @maniac3x @bam00se @woody_afc media bro damn fagot,0
"@_Turndowndre @jordan__grrimes @kushdycorr @trob_waddup, which is true idk why you are really in this convoy, attention terestet nigger",0
I run into a temple today for Nuttin. And given the Jew with Funky Hair Say I am Subuman. He told me that no human man is a monkey,0
"All muscle lovers have to do one thing. Tells Muzzies in Mideast to leave Israel in peace. Do not start, no shit will be any shit.#Israel",0
AVI races for coke because it is a beech and not yet http://t.co/jhqpwop4wk,0
Lol @jayfucknharris: Youuuu has received niggas but I don't have any dogs,0
@_____ 0__o______ Fagot,0
"@aasthaxoxo oh closes your mouth, I was talking about the morning you do",0
RT @AYEEDEB: Ray J is the perfect example of what happens when you give a nigga Şchiop.,0
@sizzurp__ @bootyacid @iLikecats74 @yopapi_chulo da ok nigger.,0
@Huffingtonpost y not that this whore just shoots alone? So sick of all these sluts!,0
Feminist aka a whore.,0
@Og_harm @moetzart @dukydynamo looks at this black shit bottom right here,0
This rain has obtained women to speak your ass. A nigga should spend 80% of his income on a whore &#128514;&#128514; Bruh gets these digs the fuck out here,0
Liberty and Justice for All Rt @ThatangryNigga Go Get Me A Sandwich Nigger or I will kill you,0
That hue of fagot collides with the color of the eyes.,0
"Deedee, Patrick, Ed, Sheen, Timmy's father, Beavis & Amp; Buteth, Peter Griffin. This is just a list of mentally retarded cartoon characters.",0
@Whiteangelss84 y Don't finish our monkeys then? You hate because they were better than biscuit & amp; I like it. I know that I didn't do anything 2 u,0
Guy complains: #gays are too sensitive ... my answer: and look at you crying like puss,0
@_Turndowndre @kushdaddycorr lmao you are stupid black,0
"RT @Salomaesadiqa: It is because you can't bend me, you can't buy me and you can't do me in your black! #Farrakhan #thetime",0
Already more yellow than the last 2 years combined #indycar #Honda200,0
#Dutch people living outside #newyyorkcity are all white garbage.,0
@Zwaaad fag,0
Fredo was a bitch bottom. As much as Niggas pulled over 20 shootings at his popes but did not go down 1 because he threw the SMH weapon,0
I hope you get the eye cancer bitch.,0
