text,labels,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.,0,0.9608371257781982,0.055713754147291183,0.8949559330940247,0.014826507307589054,0.029878128319978714,0.0034407987259328365,0.019580479711294174,0.04969166964292526,0.18365158140659332,0.01848471350967884,0.006815728265792131
"Ayy yo my nigga be all up on da,pussy not lettin dat muafucka breathe.",0,0.9751275777816772,0.030484739691019058,0.8848773241043091,0.010264338925480843,0.0960545465350151,0.00962193962186575,0.03341297805309296,0.03165643662214279,0.14896313846111298,0.011929705739021301,0.007829103618860245
Ain't nun Ordinary about this bitch,0,0.9824173450469971,0.032811686396598816,0.9418468475341797,0.02916884608566761,0.02643704228103161,0.006699188146740198,0.0124514764174819,0.038307372480630875,0.16724266111850739,0.022296639159321785,0.007150502409785986
Single ladies Vs Cuffed hoes,0,0.9726006984710693,0.029472582042217255,0.9191842675209045,0.014627425000071526,0.02749401330947876,0.005433466285467148,0.016572151333093643,0.06951466202735901,0.3596824109554291,0.011320995166897774,0.005483805667608976
Slaw ass team time to start dat bitch ova,0,0.9824562072753906,0.03233230859041214,0.9141163229942322,0.02381589263677597,0.031336382031440735,0.0070869396440684795,0.019256841391324997,0.03166218847036362,0.12220248579978943,0.012447831220924854,0.008180849254131317
"i can be a sweetheart honestly, but being a bitch is my specialty",0,0.9433652758598328,0.04831422492861748,0.7444391250610352,0.011137011460959911,0.5197068452835083,0.042863138020038605,0.2791649401187897,0.03798695281147957,0.15312184393405914,0.015722012147307396,0.02527039870619774
nigga u a cunt where yo fendi clutch,1,0.9815037250518799,0.029868006706237793,0.9136362671852112,0.020644957199692726,0.03349492698907852,0.007884722203016281,0.015090804547071457,0.03027876652777195,0.13508915901184082,0.015161469578742981,0.007799458224326372
Shoot that nigga an his shorty bitch .,1,0.9834823608398438,0.033083442598581314,0.9176230430603027,0.03608217090368271,0.03281107172369957,0.009044838137924671,0.019977686926722527,0.027272505685687065,0.09088556468486786,0.015504150651395321,0.009671413339674473
heyyyyyyyyyyy fag boy am I gonna watch you play?,1,0.23202218115329742,0.571170449256897,0.3146041929721832,0.02127453126013279,0.23680663108825684,0.009611998684704304,0.03146775811910629,0.043366607278585434,0.0941619798541069,0.23743309080600739,0.024012567475438118
When you know you dealing with hoe,0,0.9462782144546509,0.050283219665288925,0.8972396850585938,0.15943610668182373,0.00861949473619461,0.0021889042109251022,0.01928812637925148,0.11057376861572266,0.24858896434307098,0.01483513880521059,0.005630721338093281
typical coon activity,1,0.06422004103660583,0.20213326811790466,0.11167138814926147,0.02323654666543007,0.10697469115257263,0.0061639160849153996,0.030821923166513443,0.038000717759132385,0.12477217614650726,0.052818283438682556,0.009728172793984413
but cant nobody at yall pep rally out jigg me,0,0.8927578330039978,0.06253481656312943,0.9179196357727051,0.035229869186878204,0.025101449340581894,0.0034470076207071543,0.007453359197825193,0.10169525444507599,0.4856436252593994,0.04451616108417511,0.004083962179720402
guys not supposed to get their ass sucked queer,1,0.9826001524925232,0.026783974841237068,0.929298460483551,0.023652328178286552,0.027289409190416336,0.007132168859243393,0.012874439358711243,0.038522105664014816,0.19851604104042053,0.014283517375588417,0.006691421382129192
ahah fucking queer kill urself,1,0.9818934202194214,0.025321977213025093,0.9318525791168213,0.030466938391327858,0.02993926778435707,0.00756510253995657,0.013272982090711594,0.03282931074500084,0.15359891951084137,0.016617346554994583,0.0065871840342879295
faggot,1,0.9759841561317444,0.022940436378121376,0.8971846103668213,0.01616193726658821,0.040480587631464005,0.0073377229273319244,0.01623162068426609,0.034347932785749435,0.19091729819774628,0.011615106835961342,0.005968623328953981
Tea bag a bitch. Pahahaha,1,0.8634729981422424,0.029837803915143013,0.7124526500701904,0.014779492281377316,0.8704075217247009,0.055873025208711624,0.13784147799015045,0.01590605452656746,0.09122010320425034,0.055789582431316376,0.014026002958416939
A lot of I fucked up call me back this bitch is tripping .. Lol,0,0.9678518176078796,0.029710965231060982,0.8757293820381165,0.020322559401392937,0.563744843006134,0.03970294073224068,0.07418259233236313,0.0209012720733881,0.1062348261475563,0.03519837185740471,0.014995768666267395
Dese niggaz on Dat guala shit.......,0,0.9839171171188354,0.03024456463754177,0.9253495931625366,0.026059523224830627,0.03228120505809784,0.00860357005149126,0.016002696007490158,0.030188478529453278,0.12533114850521088,0.016495607793331146,0.008438019081950188
Some of you cunts owe me money.,0,0.984618067741394,0.02839864417910576,0.9367997646331787,0.028874872252345085,0.0268266424536705,0.007659975439310074,0.013971757143735886,0.036248281598091125,0.1646278202533722,0.01579287461936474,0.007331341505050659
Fuck the cowboys. My birthday in two days hoe!,0,0.9795525670051575,0.03739364072680473,0.8899412155151367,0.013477561064064503,0.1535702496767044,0.013320934027433395,0.030967121943831444,0.021184200420975685,0.08553509414196014,0.0240885429084301,0.009311855770647526
Anxiety is a bitch,0,0.5964727401733398,0.030280889943242073,0.6451455354690552,0.9701859354972839,0.011399086564779282,0.008306039497256279,0.020222099497914314,0.14699599146842957,0.33052292466163635,0.01857161708176136,0.009590156376361847
Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,1,0.984307587146759,0.030371544882655144,0.9335362315177917,0.032064106315374374,0.025490371510386467,0.007824842818081379,0.014155042357742786,0.03366721794009209,0.14372171461582184,0.015880288556218147,0.007952080108225346
how about you wash my butthole out with your tongue you little faggot,1,0.9791032671928406,0.03390361741185188,0.8836116790771484,0.011893630027770996,0.06544792652130127,0.008805941790342331,0.025524606928229332,0.02615874819457531,0.1029910296201706,0.013199703767895699,0.00868714414536953
Only faggots use white ds's,1,0.9809577465057373,0.030413275584578514,0.9152376651763916,0.017395418137311935,0.04212189465761185,0.00723406532779336,0.018745455890893936,0.031105371192097664,0.13178382813930511,0.013805098831653595,0.0071326978504657745
big fucking deal...cry baby niggers,1,0.9635226130485535,0.021186919882893562,0.915639340877533,0.022444337606430054,0.02073570154607296,0.007019535172730684,0.014114693738520145,0.10818301886320114,0.651159405708313,0.010103384964168072,0.005604817532002926
The fucking Royals bitch! Work!,1,0.9830713868141174,0.029588470235466957,0.9339736700057983,0.028298191726207733,0.027500785887241364,0.007466782350093126,0.012762137688696384,0.03423788771033287,0.15540345013141632,0.017416516318917274,0.00722604151815176
The spear chuckers are flooding into Upton Park.,0,0.22718355059623718,0.3468921482563019,0.2160312682390213,0.04413950443267822,0.06701835989952087,0.0036922425497323275,0.06131432577967644,0.02653319574892521,0.03659312054514885,0.05780911073088646,0.019433092325925827
nooo I am....lmfao and don't bitch me ya bitch,0,0.8821578025817871,0.05665414407849312,0.5465285778045654,0.004793392959982157,0.8308757543563843,0.05100056156516075,0.3107852339744568,0.012238956987857819,0.03775967285037041,0.027817394584417343,0.030930036678910255
"""pussy""",0,0.20794998109340668,0.0745299905538559,0.3202849328517914,0.014030283316969872,0.13036243617534637,0.005827460438013077,0.019124586135149002,0.051885005086660385,0.30182409286499023,0.028814934194087982,0.004089329857379198
"""Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport",0,0.31846362352371216,0.2198580950498581,0.3861275315284729,0.7379553914070129,0.012588510289788246,0.0038257588166743517,0.02220715954899788,0.06837182492017746,0.08980333805084229,0.0697210505604744,0.011120276525616646
50 shades of shut your bitch ass up,0,0.9819455742835999,0.027652956545352936,0.9295176863670349,0.026975011453032494,0.0234665647149086,0.006463184021413326,0.01358751766383648,0.039296600967645645,0.18634504079818726,0.013340916484594345,0.006826226599514484
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",1,0.9737001657485962,0.05968083441257477,0.8899677991867065,0.00918494537472725,0.09343719482421875,0.0068989163264632225,0.03476496785879135,0.02738993801176548,0.07863101363182068,0.029105408117175102,0.00980929471552372
ayyyyyyeeeeee my nigga back in the bitch,0,0.9760002493858337,0.034493181854486465,0.8386787176132202,0.010502660647034645,0.13536040484905243,0.014621143229305744,0.03808705881237984,0.02020040899515152,0.07600423693656921,0.01615190878510475,0.011950423941016197
you needa stop sucking dick hoe,0,0.9832155108451843,0.030345292761921883,0.9301585555076599,0.032628100365400314,0.02525232918560505,0.00667135464027524,0.01733316108584404,0.037235308438539505,0.14564111828804016,0.013144184835255146,0.007532280404120684
oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,1,0.978532075881958,0.03548375517129898,0.8895100355148315,0.011866247281432152,0.04620406776666641,0.007240965496748686,0.022864025086164474,0.03042934462428093,0.12151452153921127,0.013103820383548737,0.008431270718574524
Hookers are always complimentary-who wants to be with a bitch?,0,0.9792459011077881,0.03361720219254494,0.884838879108429,0.010513925924897194,0.05330329015851021,0.00850000325590372,0.025290438905358315,0.034902941435575485,0.15566927194595337,0.011418004520237446,0.008826802484691143
22. But we make it and this bitch sits on the couch and turns on Ice Age the movie and asks us if were hungry like we arent t,0,0.9205523729324341,0.06430774927139282,0.7950621247291565,0.004578445106744766,0.24038101732730865,0.006411710754036903,0.09664258360862732,0.03642992302775383,0.16089144349098206,0.017981620505452156,0.009203946217894554
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",1,0.9720764756202698,0.021517883986234665,0.9507604837417603,0.05359623208642006,0.014662738889455795,0.007591018918901682,0.010508252307772636,0.14500413835048676,0.7298356294631958,0.015950558707118034,0.006067418027669191
I only respect bitches that respect theyself.# truu,0,0.9689731597900391,0.052090808749198914,0.750977635383606,0.01542302593588829,0.06874659657478333,0.014565655961632729,0.10629717260599136,0.031284719705581665,0.0700947493314743,0.008892838843166828,0.02541099116206169
I hate when boys keep chasing a bitch that treat them like they any nigga,0,0.9852578043937683,0.026128903031349182,0.9586475491523743,0.06805708259344101,0.017056984826922417,0.007614876143634319,0.010432003997266293,0.04821232333779335,0.2454569786787033,0.01920723356306553,0.006974425166845322
he seems like a weak faggot so probably yea,0,0.9065291881561279,0.08577700704336166,0.7967922687530518,0.005332137458026409,0.2051742821931839,0.00648484006524086,0.04222600534558296,0.041060399264097214,0.1735333502292633,0.037214744836091995,0.007335326634347439
Karmas a bitch and so are you. You'll be getting along just fine real soon.,1,0.9542348384857178,0.09432133287191391,0.6921908855438232,0.015340074896812439,0.41749390959739685,0.029230399057269096,0.5315876007080078,0.030873356387019157,0.052005231380462646,0.014844556339085102,0.06622041016817093
Jews and white race traitors have to be swept clean so the Aryan race can survive.,1,0.9561958909034729,0.12623299658298492,0.8692278861999512,0.05389832705259323,0.029172606766223907,0.00570744089782238,0.11898534744977951,0.054938171058893204,0.06172050163149834,0.02125275321304798,0.027347516268491745
bitch,0,0.9761457443237305,0.02475881017744541,0.9106476306915283,0.021051818504929543,0.030334586277604103,0.005738315638154745,0.015189604833722115,0.042199838906526566,0.22145019471645355,0.011095031164586544,0.005599580705165863
you have your nips pierced too ?!,0,0.07075606286525726,0.4271405041217804,0.15382738411426544,0.06429509073495865,0.08554983884096146,0.007068964187055826,0.021379631012678146,0.057461585849523544,0.11241956800222397,0.15431801974773407,0.017795803025364876
you fuckin Yankees I'll be there in 2 months I'll meet you pussy,1,0.9584818482398987,0.12126216292381287,0.7503839135169983,0.007061213720589876,0.17676207423210144,0.008770283311605453,0.13140548765659332,0.022481391206383705,0.03640345484018326,0.022613756358623505,0.02368152141571045
your dad is genuine happy guy because his kids aren't niggers though jimmy is my nigga 5eva,1,0.03280411288142204,0.07096551358699799,0.021265791729092598,0.005463235080242157,0.9867773652076721,0.30397993326187134,0.8550580739974976,0.006271343678236008,0.014440902508795261,0.03828813508152962,0.10260885208845139
one of the managers tried me talking about stay till 2am and aint nobody ordering. i walked SHMOOVE out that bitch,0,0.9843915700912476,0.031776975840330124,0.9385955929756165,0.03038662299513817,0.02479565143585205,0.007312044966965914,0.013168676756322384,0.036628607660532,0.1592206209897995,0.016605569049715996,0.007680328097194433
bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur,1,0.9775480628013611,0.033633679151535034,0.906917929649353,0.013674677349627018,0.037069208920001984,0.006323909852653742,0.016042441129684448,0.035439472645521164,0.16089655458927155,0.016040408983826637,0.007288905326277018
fag,1,0.8094279170036316,0.034276265650987625,0.76687091588974,0.008444688282907009,0.09046624600887299,0.005630756262689829,0.01584910973906517,0.0642872080206871,0.43604353070259094,0.022179031744599342,0.0038130050525069237
Curse AVI for Coke because he's a fag and hasn't put it on yet,1,0.9829658269882202,0.02650807797908783,0.9452090263366699,0.023417828604578972,0.02865222655236721,0.007287056650966406,0.01116462517529726,0.042674243450164795,0.2458271086215973,0.01809658110141754,0.006079789251089096
"Here's how your ""suggestion"" plays out Racist: ha, those niggers stopped callin each other nigga The end",1,0.9810556769371033,0.03410176932811737,0.9305016994476318,0.02292031981050968,0.023082135245203972,0.004861782304942608,0.017971787601709366,0.050805285573005676,0.21490155160427094,0.011766438372433186,0.006467812228947878
' Happppppy Birthdayyyy lol . Niggahs is really 21 in this bitch .,1,0.9625707864761353,0.0333673469722271,0.8350085020065308,0.013610467314720154,0.6063159704208374,0.0464533194899559,0.07632803916931152,0.01568284071981907,0.0679616779088974,0.042851969599723816,0.01667928323149681
haha same here bitch is trippin #brokeass,0,0.8856505155563354,0.032510366290807724,0.7423977851867676,0.017505021765828133,0.8636870384216309,0.06136389821767807,0.1147061288356781,0.016664814203977585,0.08906935900449753,0.07588979601860046,0.01535399816930294
We all know you're fucking a bitch right now LOL,0,0.978939414024353,0.028095409274101257,0.9006546139717102,0.02139926329255104,0.3604711592197418,0.02809675969183445,0.05225619301199913,0.022000260651111603,0.10175200551748276,0.026497477665543556,0.013290679082274437
I'd rather have a flat bitch then a bitch who cheats,0,0.9825978875160217,0.026258470490574837,0.9391650557518005,0.03149033710360527,0.0203188918530941,0.006612398196011782,0.012117537669837475,0.04596855118870735,0.23912563920021057,0.013274749740958214,0.006362452171742916
This nigguh Chris Paul,1,0.9670575261116028,0.0404653362929821,0.8906481862068176,0.007674363907426596,0.0982356071472168,0.007959038950502872,0.024065881967544556,0.02931894175708294,0.13893525302410126,0.022001294419169426,0.0072690825909376144
African colored car I push niggerous whips,1,0.9816170930862427,0.03320830315351486,0.9171975255012512,0.02539195492863655,0.035393502563238144,0.007101483177393675,0.019394783303141594,0.030325189232826233,0.11105577647686005,0.014527112245559692,0.00829689297825098
no bitch,0,0.975755512714386,0.027830131351947784,0.8770691156387329,0.013682378455996513,0.05233066529035568,0.007471236865967512,0.023786788806319237,0.03094431944191456,0.14363795518875122,0.010634665377438068,0.007284014951437712
"so your a ""nigger"" fighter huh",1,0.9813273549079895,0.037842266261577606,0.9138292670249939,0.01919734664261341,0.02932680770754814,0.0065099629573524,0.015307893045246601,0.03460599482059479,0.13153208792209625,0.020515069365501404,0.008381281048059464
"Hey everybody, The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlies(21+). Going to be a real...",0,0.029358498752117157,0.8626865744590759,0.03045777790248394,0.03862487152218819,0.8026381134986877,0.038526032119989395,0.49329665303230286,0.01816399209201336,0.014717048034071922,0.19638852775096893,0.1861242800951004
all these faggots posting faces about to get the hot unfollow,0,0.9832287430763245,0.027563048526644707,0.93650221824646,0.02939271368086338,0.022952601313591003,0.00691180070862174,0.012409881688654423,0.04074821621179581,0.19845420122146606,0.014306481927633286,0.0065729739144444466
What a fucking faggot,1,0.9826518297195435,0.027427298948168755,0.9388605356216431,0.03449178859591484,0.024887409061193466,0.007387655321508646,0.01165999285876751,0.034510478377342224,0.16364213824272156,0.01870793104171753,0.00679363775998354
they said some bullshit. Damn niggers,1,0.9847460985183716,0.029717646539211273,0.9466642737388611,0.03970358893275261,0.023394079878926277,0.007479703053832054,0.012158441357314587,0.036323897540569305,0.16018961369991302,0.019952870905399323,0.00750025175511837
"You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",1,0.983401894569397,0.03502833843231201,0.9290367364883423,0.026248743757605553,0.026303762570023537,0.0070121572352945805,0.014919953420758247,0.03325999900698662,0.13019803166389465,0.017209826037287712,0.008244183845818043
Dudes is calling bitches out left and right today #mybabyisallgrownup,0,0.9690983295440674,0.028738612309098244,0.8699697256088257,0.011197584681212902,0.06501610577106476,0.007934420369565487,0.021209698170423508,0.029136555269360542,0.1498386114835739,0.011836622841656208,0.0065424805507063866
Those guys are the definition of white trash,1,0.9842697381973267,0.030079418793320656,0.9475885033607483,0.05117756500840187,0.019693240523338318,0.0069822692312300205,0.012425060383975506,0.03748665377497673,0.15492278337478638,0.018831098452210426,0.007478910032659769
Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,1,0.9842503070831299,0.03059433028101921,0.9374790191650391,0.03403095528483391,0.025938725098967552,0.008051351644098759,0.013359119184315205,0.03253856301307678,0.14062750339508057,0.018372690305113792,0.00795571506023407
Shy Glizzy Decent Af,0,0.0183842945843935,0.37362197041511536,0.03449314087629318,0.009126667864620686,0.5210641026496887,0.016789158806204796,0.17808011174201965,0.017844853922724724,0.04333425685763359,0.06145118549466133,0.032314006239175797
America is white trash and so are all Americans.,1,0.9775986671447754,0.024149354547262192,0.9596132636070251,0.07273604720830917,0.012584362179040909,0.0051465402357280254,0.009565786458551884,0.0876941829919815,0.46642330288887024,0.014238265343010426,0.005098596680909395
lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg,1,0.9514119029045105,0.05400579795241356,0.8223367929458618,0.006978025194257498,0.6444787383079529,0.02986646257340908,0.07987569272518158,0.019804533571004868,0.08581685274839401,0.053056273609399796,0.015681259334087372
shut up coon.,1,0.9760237336158752,0.028037037700414658,0.8871454000473022,0.0116189606487751,0.06478068232536316,0.007575958035886288,0.019315894693136215,0.029848095029592514,0.15653254091739655,0.014724047854542732,0.006710298825055361
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,1,0.9842848777770996,0.02562711574137211,0.9511980414390564,0.049159031361341476,0.016861919313669205,0.0066305422224104404,0.01131655927747488,0.05072583630681038,0.2594984471797943,0.014876551926136017,0.006350711919367313
I wanna sleep but I'm outside with this nigger lol trying to hang him,1,0.9446045756340027,0.02536320872604847,0.9199408888816833,0.03629763796925545,0.14600931107997894,0.008166353218257427,0.016940584406256676,0.04690518602728844,0.34089162945747375,0.02404814027249813,0.0038072331808507442
he looks like a pretty dyke,1,0.01433428842574358,0.46036726236343384,0.01709187589585781,0.02755545824766159,0.9842798709869385,0.36290523409843445,0.49872496724128723,0.009203128516674042,0.012756455689668655,0.21167311072349548,0.1483578383922577
When Stoni isn't doing his faggot gook speak he's actually funny,0,0.10187969356775284,0.0802033320069313,0.07864310592412949,0.011067268438637257,0.9866798520088196,0.1707412600517273,0.4689095616340637,0.006131155416369438,0.014004796743392944,0.15671345591545105,0.046797625720500946
im gonna hold this bitch to his word,0,0.9806720614433289,0.03915180638432503,0.8832958936691284,0.031814537942409515,0.027690259739756584,0.007237655576318502,0.03194430097937584,0.03290526196360588,0.09185004979372025,0.010327265597879887,0.011328697204589844
People who live in #theNetherlands are unwashed trash.,1,0.9768829345703125,0.02681400440633297,0.9600679278373718,0.04290274903178215,0.017336588352918625,0.005558091681450605,0.00829114019870758,0.08271631598472595,0.48312851786613464,0.019821206107735634,0.0050382958725094795
. Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market,0,0.5630491971969604,0.12682785093784332,0.6679074764251709,0.8501746654510498,0.00611008470878005,0.0024407245218753815,0.027196241542696953,0.13196471333503723,0.17513507604599,0.0351179763674736,0.008730437606573105
Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,1,0.9842503070831299,0.03059433028101921,0.9374790191650391,0.03403095528483391,0.025938725098967552,0.008051351644098759,0.013359119184315205,0.03253856301307678,0.14062750339508057,0.018372690305113792,0.00795571506023407
Pretty ass niggah.,0,0.9811005592346191,0.02617606334388256,0.9197677969932556,0.024251362308859825,0.028885195031762123,0.007129646837711334,0.015388726256787777,0.03524944931268692,0.16588811576366425,0.01250261440873146,0.006839976646006107
A real nigga gone teach his bitch the game not run it on her,1,0.9811683893203735,0.03308841213583946,0.8958666920661926,0.013961215503513813,0.038666754961013794,0.008126637898385525,0.021055955439805984,0.034664079546928406,0.14803695678710938,0.012735962867736816,0.009033088572323322
BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,1,0.9501140117645264,0.11952269822359085,0.8800060153007507,0.04046590253710747,0.030622044578194618,0.0034556444734334946,0.05369589477777481,0.05784036964178085,0.09008243680000305,0.03905251994729042,0.011145690456032753
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,1,0.9842446446418762,0.03496449068188667,0.9355967044830322,0.02300311252474785,0.031673967838287354,0.007670958060771227,0.0138156209141016,0.032930370420217514,0.1394752562046051,0.020843898877501488,0.008201563730835915
